draws,lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu,tau,eta.1,eta.2,eta.3,eta.4,eta.5,eta.6,eta.7,eta.8,theta.1,theta.2,theta.3,theta.4,theta.5,theta.6,theta.7,theta.8
19,-38.558739805226416,0.6753101400870664,0.3037260837296746,3.0,15.0,0.0,45.03965103758503,5.246735852471058,2.241439876300468,1.0396431890907587,0.08512558733549896,-0.3050539152616041,0.5812321190480119,0.37394053063008625,-1.6056988734227975,0.9538736292743228,0.4976851820631221,7.577033553623273,5.4375397384183435,4.562975842382115,6.549532701491893,6.08490106919029,1.6476583682504624,7.3847862420779755,6.362267265391199
20,-38.28845260535763,0.9315830918441574,0.32450183095339463,4.0,15.0,0.0,44.218650636422595,3.84429215491058,3.213190775020098,-0.41079979520836996,-0.16758268423196865,0.28582379115007567,0.5125131748208174,1.207599289168878,0.911563923769165,0.3201815060449393,-0.28691169971421704,2.5243140425669006,3.3058170198833126,4.762698523915274,5.491094760321094,7.724539050788847,6.773320945606785,4.873096416466221,2.9223901281435216
21,-39.97739340313029,0.9170829021571064,0.36533586583332056,4.0,15.0,0.0,45.67279944378254,15.533846993843179,4.147504219591095,-1.1289080482844833,0.4488208812805316,-1.0744325391143605,-0.7276523243685025,0.43098904322673937,-1.1885502226377778,0.5910539735383787,-0.4672193066207023,10.851696100052937,17.395333492794776,11.077633504200394,12.515905908129547,17.32137586922361,10.604329930257059,17.985245843099687,13.59605294815939
22,-40.127736668249895,0.9870358108050042,0.3470325062439781,4.0,15.0,0.0,44.57971392784393,8.868417028019985,5.772427956988097,0.11513103949669629,-1.4065732627326295,0.5307473959983081,1.290131784310735,-1.6199316961283214,-0.8203789906489056,1.5237870117512204,-0.9561087711214821,9.533002659127815,0.7490742026701902,11.932118134779252,16.31560980797421,-0.4825219831222842,4.1328384070725654,17.66436777514808,3.3493480276768084
23,-37.797629442947155,0.5039589504740539,0.3037260837296746,4.0,15.0,0.0,42.87605962888568,8.450320676862434,5.207368039763338,1.4133741681280876,0.6127629691522303,-0.5853577422623727,0.049001980137091894,0.0319118865388173,-1.2862762531489806,1.6412975126138423,-0.3751818422363225,15.810280148199732,11.641202978376246,5.402147477977329,8.705492022113445,8.616497614913225,1.7522068259078951,16.99716088779082,6.496610742501478
24,-38.21163349287579,0.9392403423530509,0.32450183095339463,3.0,7.0,0.0,43.77577789259574,-0.13734153293605367,7.5219974882624285,0.6474524026799615,0.047073758847707675,-1.4323915054343281,0.5438164873652885,0.25803163841852333,-0.8201979817928005,0.005527204810155728,-0.009863572965874784,4.7327938137920915,0.21674716287947476,-10.91178683902151,3.9532447191013436,1.803571803140318,-6.306868691859412,-0.09576591223695027,-0.21153530401065698
25,-39.46630165143476,0.9580250242619631,0.36533586583332056,4.0,15.0,0.0,44.562962378271216,-1.9677852803364342,16.89198895667988,1.8791156655747172,-0.5493371727135162,1.0871584403983563,0.18603860733584737,0.5697373134543796,0.676782195661684,1.353399604392349,0.07065149300060036,29.774215790875857,-11.247182735306898,16.39648308903392,1.1747768202968043,7.656211126743411,9.464412094858295,20.893825891034048,-0.774341040797347
26,-36.61599975429273,0.9838594363776197,0.3470325062439781,3.0,7.0,0.0,43.69226435398254,4.100537374714959,9.016903003695333,1.0786740995879645,-0.3325685201567664,0.28342879401409204,-0.37547889067375007,-0.43504538409091287,-1.4867873542800756,0.7426454267492939,-0.23590837810587773,13.826837103298034,1.1017992863789,6.656187318794371,0.7148806375746304,0.17777534416181684,-9.305679985949292,10.79689915385127,1.9733744115751755
27,-39.59739001349876,0.38701177627226696,0.3037260837296746,4.0,15.0,0.0,43.571615712378645,9.811815906310773,1.9969214358808978,1.3473806379631732,-0.16621252752517957,-1.0430098586301069,-0.47946958661706435,-0.13424768914188073,-1.9219258325899777,0.6668430348015367,-0.5192970230399406,12.502429184550312,9.479902547183798,7.729007161777208,8.854352810942204,9.543733818145876,5.973881013038605,11.143449056873834,8.77482054941318
28,-42.95079783883188,0.4865041883319277,0.32450183095339463,4.0,15.0,0.0,46.48599466352064,4.635136686680319,0.24279506770273657,-1.22461242031876,-0.5280308749895011,2.024381899098873,-0.18832516008975636,-1.449630677594567,0.5989705561105088,0.1739271567782038,0.05123958098444854,4.337806831179414,4.506933394638108,5.126646626928224,4.589412266686198,4.283173508169782,4.780563783403116,4.677365342485627,4.647577404214498
29,-41.544817601775115,0.833938764678222,0.36533586583332056,3.0,7.0,0.0,47.08948858625841,-3.539218084953937,8.584428522965492,2.4687946706014707,-0.48862095821714285,0.05026699598643691,1.2816190520653032,-1.0474842047009298,0.7926275468284846,1.1425930193964589,0.9168911694809764,17.653973302702525,-7.7337497755919085,-3.1077046508441764,7.462749061171449,-12.531271369144424,3.265036436128672,6.269290020894289,4.331768622793744
30,-39.12061123418614,0.9672983062030404,0.3470325062439781,3.0,7.0,0.0,41.54020945344116,12.137344342230381,9.151501756888216,0.49432479067112933,1.3434948555348951,-1.8771995319841583,0.26475869055833035,-0.6490373010357844,-1.0178751731203843,0.2063995415107624,-1.1292615694580905,16.66115853253062,24.432339873028255,-5.04185047275238,14.560283964026365,6.197678341515415,2.8222579071262874,14.026210108987046,1.802905105348323
31,-40.571776919905034,0.8076103830990927,0.3037260837296746,3.0,7.0,0.0,41.897563603823635,8.247957541698026,1.4560204944098158,1.4253546740628995,-0.03979934485296638,-1.26150850926216,-0.4692668644340232,-0.19270436831801377,-1.9400408343828033,0.7703305081563516,-0.7751609174566296,10.323303158936431,8.190008879928024,6.411175298339947,7.564695369734656,7.967376032064701,5.423218326844745,9.369574549042802,7.119307359415658
32,-44.60874642686074,0.9170250660735062,0.32450183095339463,3.0,7.0,0.0,49.71442808919098,1.7603878019193488,11.90690060243417,-1.1971646727405032,-0.5195760158782458,2.155399805891312,-0.7175558180167206,-0.9062225739392726,0.07773802965773835,0.41661068430066095,-0.39913808948873847,-12.494132961147455,-4.426152174551682,27.424519049173107,-6.783477999904086,-9.029914309657622,2.686006794083119,6.720929809799401,-2.9921097562685346
33,-39.68983737820238,0.9968146758674985,0.36533586583332056,3.0,7.0,0.0,44.470397792978964,-1.3691877142500388,9.668676559740254,2.13975844817952,-0.006061913129727148,0.2279913180696355,1.503732003839126,-0.9897798824677971,0.5003714588212934,0.9825127355580056,1.2818411409102464,19.319444637169468,-1.4277983916346133,0.8351865985941305,13.16991066340056,-10.939049263168892,3.468742080818436,8.130410141685925,11.024519678179564
34,-39.39728285353031,0.9913814878806702,0.3470325062439781,4.0,15.0,0.0,43.019867665446824,7.329814115219408,4.713402798327883,0.268568092817029,1.7711591387999723,-1.34492786805404,0.7390328299284816,-1.4278103559609394,-0.8845576243320059,0.06537022504306209,-0.6267401285659315,8.595683715444775,15.678000556323202,0.9906273383843418,10.813173523860488,0.5999687879515854,3.160537733410667,7.637930316864701,4.375735439412368
35,-36.526614367844765,0.979628048920029,0.3037260837296746,4.0,15.0,0.0,44.87457804329695,8.3209313058177,7.953002767859086,0.7781792559185167,-0.7663287846995461,-0.7670760774099592,0.5838972596470786,-0.5145019853758581,-0.19946791640148753,-0.39139444312170724,-1.026935248266633,14.509793082028187,2.2263163600121194,2.220373139017804,12.964667827936251,4.229095592054505,6.734562414577585,5.208170216346097,0.15371243394110934
36,-40.37508799280112,1.0,0.32450183095339463,3.0,7.0,0.0,47.640529800066936,4.974239930394866,0.19149478030051117,-0.48476810699513945,1.3634359560160916,0.17368703771058513,0.2659117132889863,-0.18481616141424023,-0.7082502058313185,0.2056747093818747,-0.4391035431115199,4.881409368249137,5.235330799245984,5.007500091522301,5.025160635510473,4.938848600168862,4.838613712831406,5.01362556368132,4.8901538938775495
37,-38.472469012386824,0.31378611273691975,0.36533586583332056,3.0,7.0,0.0,45.09384271513851,1.3022001960965408,4.3023454915690404,0.9346117538639453,0.7448399371800813,-0.07871062261877732,0.7610754990301878,-1.3434092702640206,-0.3851577468291156,0.2001377243869869,1.101085044250214,5.32322286170052,4.506758941763831,0.9635599037340521,4.5766099380927265,-4.477610621155923,-0.35488149951659453,2.163261832305781,6.039448472060546
38,-40.69855740404326,0.9284609322745114,0.3470325062439781,4.0,15.0,0.0,46.126405768790576,10.75380332142152,3.313355549606438,1.290232432583836,0.38509884268847594,0.22660241635978434,0.7138517931342006,-0.9326164245868611,0.7028875174351932,0.26048230004642,2.4326145620822457,15.028802112205387,12.029772708990398,11.504617695221441,13.119048121799231,7.663713515362529,13.08271957806451,11.616873795854575,18.813920280750164
39,-43.15618691333082,0.9352564169643723,0.3037260837296746,4.0,15.0,0.0,45.312696114328205,17.896073829881807,9.871515840295036,-0.9772273028109555,0.2694126607263311,-2.345387680308149,-2.109446395757061,-1.1911859531496258,-0.5862206798494203,-0.5419452093417683,1.2030067976516774,8.249359030614666,20.555585177817818,-5.256457807912916,-2.9273596800872923,6.137262824628335,12.10918710283973,12.546253111292533,29.771574488882948
40,-44.19691230144806,0.8794340112121135,0.32450183095339463,3.0,7.0,0.0,47.23917820392873,5.993865545330939,14.308867727208677,-0.00469365524666962,-0.526896243049887,0.3992473832426275,0.03144027670737402,1.144616024974241,-1.8117461119631477,0.06778851616973555,-1.3556577981133038,5.9267046532492245,-1.5454231024330882,11.706643542583887,6.443740306043594,22.37202484513074,-19.930169926034345,6.9638424566274315,-13.404062571231288
41,-40.024718796157785,0.6627137959550736,0.36533586583332056,3.0,15.0,0.0,44.874147854600935,11.414930469292004,11.6694429824568,1.0451460691362207,0.6922528589042313,-1.1180191467915812,-1.3210883282954473,-1.3479619479258629,0.7553034653225006,-0.515801679872357,0.9354238649032816,23.611202931415985,19.493135735717644,-1.6317302174873518,-4.00143445254089,-4.315034624550256,20.22890119232496,5.395812175766099,22.33080592521022
42,-40.16134925609247,0.9935657043084637,0.3470325062439781,4.0,15.0,0.0,46.91307165584068,0.7207598076966977,5.795852014405611,0.028342524710953304,0.10669296928825206,-0.4811890656461986,0.02991502401199503,0.8896659033418574,-0.5617808450807172,1.6466938461722722,-1.8950414862094735,0.8850288866360172,1.3391364686689293,-2.0681408077387764,0.8941428598776113,5.877131725728589,-2.535238834918864,10.264753653143586,-10.262620207532683
43,-40.29801705290467,0.842774449108188,0.3037260837296746,4.0,15.0,0.0,49.74197932188582,6.435298062924604,4.4580291127553044,1.4980144870245031,-1.1436236414883105,0.49025884940606057,1.0401207895049078,-1.0429097729546122,-1.2259598861933678,0.6526415727284087,-1.6970037283233572,13.113490257409042,1.3369905751344806,8.62088628636274,11.072186823319516,1.7859759331159184,0.96993319920439,9.344793194342259,-1.1299939623952158
44,-41.00068110639563,0.95634937694655,0.32450183095339463,3.0,7.0,0.0,46.26090854769827,7.666953032656371,0.35103160296330677,-0.5312026684648748,-0.76717836287987,1.0157746622105719,-0.06115834296718909,-1.180024183878542,0.9428674477020423,1.211366817265386,-0.5146515676403365,7.480484108446761,7.397649182175885,8.02352204058166,7.645484521490019,7.252727251854019,7.997929304205141,8.092181068297599,7.486294067900006
45,-39.21339692435413,0.8918764143029542,0.36533586583332056,3.0,7.0,0.0,44.120264505368525,14.78238653927698,4.01737414038994,0.6877162705404136,-0.18801878126739174,-0.8897393963332054,-1.1258569260312055,-0.1227500949694843,0.4623839144273083,-1.0190581622610007,0.8608756689341419,17.545200100471448,14.027044749505727,11.207970496761805,10.259398038860304,14.289253482016164,16.639955720029523,10.688448630656339,18.24084618974389
46,-38.54660609461967,0.9942597433835217,0.3470325062439781,4.0,15.0,0.0,44.05305688361861,6.827966928287109,5.530654182722931,1.3340741191948622,0.6920760831531934,-0.8463234026985451,0.903170879081889,-0.44337253484999745,-0.2630881593228228,2.15498194795459,-0.6966240227269687,14.206269535674585,10.65560041234082,2.1472448612160973,11.823092728394904,4.375826763914502,5.372917299503462,18.746426852434574,2.975180363206926
47,-42.239591377503814,0.9667241692675655,0.3037260837296746,4.0,15.0,0.0,46.83298991653465,11.178798390029971,2.721704779774492,-0.44791671010425305,1.4866884185610099,-0.7320274042256465,-1.2362630024578978,0.7077281186239204,1.1737480649854495,0.13320816547211817,1.9489390290795852,9.95970133919836,15.225125364862851,9.186435905023115,7.814055467181946,13.105025393269504,14.373394108751931,11.541351690700427,16.483235060964937
48,-37.92083349750931,0.6996023079301856,0.32450183095339463,4.0,15.0,0.0,43.993489788402016,6.881932210668725,3.0218836881413216,0.9466058063710521,1.0084880028003396,-0.6163448246672303,-0.11691557838077232,-1.083345801706641,-0.9428177321873281,-0.18929786862624767,0.8998080047408321,9.74246485604127,9.92946565601729,5.0194098387364985,6.528626931470261,3.6081872038750435,4.032846684881445,6.309896069267149,9.601047342654034
49,-37.24269773952173,0.7084494130292629,0.36533586583332056,3.0,7.0,0.0,44.79657515260901,9.271227907995446,16.28688257399647,0.5177119091350102,-0.6099169467893897,-0.022950550401160508,-0.6596648067441178,-0.14290541776510285,-1.1738386913803098,-0.21093312434942296,1.2691499537030324,17.703140979236885,-0.6624177842537957,8.897434988603157,-1.472655337644074,6.943744149667307,-9.84694501932934,5.835784880750198,29.94172417274979
50,-35.49334134839434,0.9713335643918661,0.3470325062439781,3.0,7.0,0.0,40.06970254918348,3.5658177920385454,22.994332890077697,0.3306778932872987,-0.031012879416128847,0.28456791250293845,-0.24265823006792678,-0.14218376783932551,0.006549923736678953,-0.20778787254090142,0.8044293682671904,11.16953534967628,2.8526973188642404,10.109267101965616,-2.0139463286604236,0.2963969027755713,3.716428918844363,-1.2121257196879767,22.063134472529224
51,-43.223409100944465,0.9808004163271227,0.3037260837296746,3.0,15.0,0.0,46.01553472583816,5.173465472484739,4.726619373339119,-0.14248918545319683,1.2184224966387718,-1.0693220022030536,-0.9782757882586494,1.1139748237895688,1.1760168746713204,0.6687983338424278,2.6781714449890517,4.4999733280303476,10.932484850009775,0.1191873805340089,0.5495281792328086,10.438800456020546,10.732049615679925,8.334620634081283,17.832162509493614
52,-37.615481406687856,0.9425520806335906,0.32450183095339463,3.0,7.0,0.0,41.42785580997457,9.440932329356277,8.551427870434898,0.6705776751101232,-0.8629897507889599,-0.394526921737513,-0.22509796956084266,0.3354405341453379,1.054394235406583,-0.2639787630971864,0.4435139524833157,15.175328949584422,2.0611377225598986,6.06716381517322,7.516023278875381,12.30942786192029,18.457508580438024,7.183536977404067,13.233609903548842
53,-38.95693300433456,0.42605533507955623,0.36533586583332056,3.0,7.0,0.0,44.373333315859284,11.202840256622192,4.029290155475129,0.9599523811388879,0.35788190236698464,1.2937021523289765,0.5979639278702429,-0.6422803832337449,-0.07952238838196007,0.6922503702233093,-1.5255501003113194,15.070766935670022,12.644850282652195,16.41554160311832,13.612210424519002,8.61490623140367,10.88242147997489,13.992117858486985,5.055956255753697
54,-39.81865969314942,0.37150485981415143,0.3470325062439781,4.0,15.0,0.0,46.93259643897336,11.880070238556627,4.221557533476248,1.0740691421889423,0.7395114095312469,-0.9352346353102472,-0.36851116770568126,-0.2887123217204248,-0.7513861936121345,2.376355490316054,-0.4332682874335867,16.414314917238727,15.001960200554901,7.931923418294741,10.324379142358579,10.661254561790349,8.708050192363277,21.91199166091801,10.051003235725016
55,-43.49507974191839,0.9132712686233627,0.3037260837296746,4.0,15.0,0.0,51.807117551719,4.988304807690301,2.5906559578621544,0.28516415517710214,1.7809081856628186,-0.5614638602231621,-0.9157188457843728,0.6827156652843775,1.490394992663226,0.38055786707756334,2.656358777697363,5.727067025268588,9.602025209283163,3.533745113078882,2.61599232413236,6.7569862134850975,8.849405475001209,5.974199313346104,11.870016501351405
56,-39.27604740730365,0.9116848428820002,0.32450183095339463,3.0,15.0,0.0,43.38924132898086,13.755946086053687,5.019545976536789,0.1894088870170005,-1.34450547363189,-0.43190864557984193,0.5565773925504267,-1.3537068962071694,1.2872037855395921,0.5942539462924386,0.08230500378645414,14.706692702800183,7.007139045453044,11.587960781901938,16.549711897461517,6.960952081786885,20.21712466874187,16.738831091207004,14.169079836658828
57,-40.35118079357299,0.9581849428096678,0.36533586583332056,3.0,15.0,0.0,44.6570922461389,11.327953146297812,6.203668673129882,-0.32386737180308245,0.6140208349045143,-0.3095989659130198,-2.2793847311935864,-1.971345824045996,0.100064534979918,0.9349063879046556,0.09275068032746225,9.318787277594122,15.137134964444002,9.407303740229805,-2.812594504618417,-0.9016231862417463,11.94872036724404,17.127802617250936,11.903347636256774
58,-41.06657134928601,0.8306491194441282,0.3470325062439781,3.0,15.0,0.0,45.815307072204206,5.84781298543993,3.2210306928404946,1.1699537907224735,0.388316695132502,0.32871600038594395,0.5492010447074245,-0.6372478275611531,-1.9499305352466791,2.171481313656777,-1.223609227609207,9.6162700545621,7.0985929790041045,6.906617311910823,7.616806406982609,3.795218173919529,-0.4329731174965179,12.842220945658006,1.9065301072678236
59,-41.79806764927806,0.999782010399722,0.3037260837296746,4.0,15.0,0.0,45.810998178921466,4.604536784006046,3.4788837342914256,0.4573862552593025,1.574047355798199,0.1608259663937181,0.10137103014784787,1.3896409225500865,0.6093373553672619,0.24040358932256156,2.4522254476425456,6.195730387716099,10.08046452709683,5.164031622544852,4.95719481191576,9.438935985971273,6.724350598289368,5.440872920565582,13.135544006625206
60,-41.63834340168629,0.9259603641818416,0.32450183095339463,4.0,15.0,0.0,46.65126300287554,0.290327323827287,1.332511269687781,-0.14600289028932212,1.5837597878212406,0.2727047477403481,0.12923315531278068,0.383555156759139,-1.932034731189568,-0.17942030175444545,0.19732721749565166,0.09577682710977659,2.4007050895774187,0.6537094734886643,0.46253195969887856,0.8014188927557031,-2.2841307289110153,0.05124774972870608,0.5532680649563747
61,-38.79850728293001,0.9575656316202416,0.36533586583332056,3.0,15.0,0.0,46.69012519701234,8.118951054526962,2.7895129565166616,-0.4901356413798213,0.6908781011452219,-0.4025577104951735,-0.4070030921609332,0.5717444682472784,-0.3755766615888867,1.2828689693553454,-1.5429919129495813,6.751711332447346,10.046164469045186,6.996011105354992,6.9836106556016935,9.713839656519474,7.071275090859489,11.697530666056874,3.8147551215536755
62,-36.377981371493654,0.9987413052062638,0.3470325062439781,3.0,7.0,0.0,43.12896092924879,7.8499852466536355,13.062567888610502,0.6271980316223636,0.38655792546750645,-0.07246002574048402,0.36253365690894346,-1.4487179218124766,0.47381027925756136,0.7730196359703432,0.8064730631246261,16.04280211432364,12.899424390953378,6.9034712412080985,12.585605751932938,-11.073990958468563,14.039164185777032,17.94760672074522,18.384594384054726
63,-41.526078437625245,0.9776809634418855,0.3037260837296746,4.0,15.0,0.0,47.51647342474578,5.780272182764705,1.2655645786051881,-0.3575615581153673,1.3868762525907938,0.19707717302106903,-0.1201439165113373,-0.39661605268558797,-1.428403480959972,-2.0527820054474573,0.43277185969654497,5.3277549401430155,7.535453642952315,6.029686072191816,5.628222297693057,5.2783289551796155,3.972535333305414,3.1823439890722804,6.327972919013746
64,-42.569421279219945,0.982235511820814,0.32450183095339463,4.0,15.0,0.0,45.1151268966463,15.119503907520002,12.846491805966679,1.0883311764232746,-1.0572064139890986,-0.35869643505977444,0.036865801698832135,-1.050261494604,1.5069381670705257,-0.46414557377731347,1.3238181076257503,29.100741447619676,1.5381103729936303,10.51151309369515,15.593100126964442,1.6273282229673978,34.47837272288996,9.156861597214043,32.125922379724514
65,-40.00625151856347,0.9273962095042979,0.36533586583332056,3.0,15.0,0.0,45.03721905068197,13.747335556779847,1.2147588995060838,0.22703967599783426,0.5672583441279682,-1.3456332254920942,-0.3733152684776047,-0.20658903815652657,-0.6257888869190089,1.3517400757843014,-0.33856001816839076,14.023134023739194,14.43641767862838,12.112715620642248,13.293847512075173,13.496379684138804,12.987152937182975,15.389373843657856,13.336066761692853
